"","Provinsi","Tahun","Bulan","Curah_Hujan","Produksi_Jagung_Bulanan","Produksi_Ayam_Bulanan","Kebutuhan_Jagung_Bulanan","Neraca_Jagung_Bulanan","Status"
"23","banten",2021,11,372.486123657227,345.120570333877,15284.47375,15469.5798334775,-15124.4592631436,"DEFISIT"
"24","banten",2021,12,368.850677490234,391.351230714114,17635.93125,17849.515192474,-17458.1639617599,"DEFISIT"
"25","banten",2022,1,229.622050476074,298.820823352277,15917.0058125,16109.7723188798,-15810.9514955275,"DEFISIT"
"26","banten",2022,2,279.504849243164,420.979160657008,15917.0058125,16109.7723188798,-15688.7931582227,"DEFISIT"
"27","banten",2022,3,269.395532226563,1591.25928744757,15917.0058125,16109.7723188798,-14518.5130314322,"DEFISIT"
"28","banten",2022,4,279.881510925293,1103.4766765661,15917.0058125,16109.7723188798,-15006.2956423137,"DEFISIT"
"29","banten",2022,5,300.216381835938,613.573521657687,18365.7759375,18588.1988294766,-17974.625307819,"DEFISIT"
"30","banten",2022,6,257.967677307129,523.19069170033,15917.0058125,16109.7723188798,-15586.5816271794,"DEFISIT"
"31","banten",2022,7,142.273625183105,1200.80775677839,15917.0058125,16109.7723188798,-14908.9645621014,"DEFISIT"
"32","banten",2022,8,183.122701263428,1357.89760261352,15917.0058125,16109.7723188798,-14751.8747162662,"DEFISIT"
"33","banten",2022,9,225.766802978516,1036.17190814426,15917.0058125,16109.7723188798,-15073.6004107355,"DEFISIT"
"34","banten",2022,10,344.818264770508,665.462563379515,15917.0058125,16109.7723188798,-15444.3097555002,"DEFISIT"
"35","banten",2022,11,358.640747070312,371.114260452091,15917.0058125,16109.7723188798,-15738.6580584277,"DEFISIT"
"36","banten",2022,12,384.834594726562,419.975747251247,18365.7759375,18588.1988294766,-18168.2230822254,"DEFISIT"
"37","banten",2023,1,207.859698486328,513.578510876546,19470.660625,19706.4644733997,-19192.8859625231,"DEFISIT"
"38","banten",2023,2,335.326458740234,647.558199387575,19470.660625,19706.4644733997,-19058.9062740121,"DEFISIT"
"39","banten",2023,3,313.443630981445,2357.31510464502,19470.660625,19706.4644733997,-17349.1493687546,"DEFISIT"
"40","banten",2023,4,244.103871154785,1807.24009983747,22466.146875,22738.2282385381,-20930.9881387006,"DEFISIT"
"41","banten",2023,5,197.259539794922,1294.04999934975,19470.660625,19706.4644733997,-18412.4144740499,"DEFISIT"
"42","banten",2023,6,202.720845031738,1098.37227241071,19470.660625,19706.4644733997,-18608.0922009889,"DEFISIT"
"43","banten",2023,7,112.424459838867,1486.92159537634,19470.660625,19706.4644733997,-18219.5428780233,"DEFISIT"
"44","banten",2023,8,103.191586208344,1681.44163345572,19470.660625,19706.4644733997,-18025.0228399439,"DEFISIT"
"45","banten",2023,9,65.1315242767334,1211.75222273092,19470.660625,19706.4644733997,-18494.7122506687,"DEFISIT"
"46","banten",2023,10,288.865399932861,1057.44056845155,19470.660625,19706.4644733997,-18649.0239049481,"DEFISIT"
"47","banten",2023,11,466.71819152832,565.548438700747,19470.660625,19706.4644733997,-19140.9160346989,"DEFISIT"
"48","banten",2023,12,264.588697814941,645.901354777658,22466.146875,22738.2282385381,-22092.3268837604,"DEFISIT"
"49","banten",2024,1,435.168713378906,246.134829826443,18721.4811875,18948.2119285251,-18702.0770986986,"DEFISIT"
"50","banten",2024,2,377.941546630859,586.117106910041,18721.4811875,18948.2119285251,-18362.094821615,"DEFISIT"
"51","banten",2024,3,472.689721679688,2020.83779507538,18721.4811875,18948.2119285251,-16927.3741334497,"DEFISIT"
"52","banten",2024,4,481.408099365234,1615.25792693887,21601.7090625,21863.3214559905,-20248.0635290516,"DEFISIT"
"53","banten",2024,5,375.994132995605,882.668949053644,18721.4811875,18948.2119285251,-18065.5429794714,"DEFISIT"
"54","banten",2024,6,186.463932800293,997.700144539104,18721.4811875,18948.2119285251,-17950.511783986,"DEFISIT"
"55","banten",2024,7,138.673609924316,1274.68269097352,18721.4811875,18948.2119285251,-17673.5292375516,"DEFISIT"
"56","banten",2024,8,179.453429412842,1441.43745616659,18721.4811875,18948.2119285251,-17506.7744723585,"DEFISIT"
"57","banten",2024,9,368.102169799805,1553.07834950107,18721.4811875,18948.2119285251,-17395.133579024,"DEFISIT"
"58","banten",2024,10,263.42985534668,963.78953291443,18721.4811875,18948.2119285251,-17984.4223956107,"DEFISIT"
"59","banten",2024,11,518.048651123047,510.840150840856,18721.4811875,18948.2119285251,-18437.3717776842,"DEFISIT"
"60","banten",2024,12,381.042807006836,584.595067260043,21601.7090625,21863.3214559905,-21278.7263887304,"DEFISIT"
"61","jawabarat",2020,1,324.614828615772,7204.99767112985,63677.9706875,64449.1571837154,-57244.1595125855,"DEFISIT"
"62","jawabarat",2020,2,461.128590486488,17655.0493013061,63677.9706875,64449.1571837154,-46794.1078824093,"DEFISIT"
"63","jawabarat",2020,3,472.132694789342,72091.9794958456,63677.9706875,64449.1571837154,7642.82231213025,"SURPLUS"
"64","jawabarat",2020,4,319.538004038285,51456.798270317,63677.9706875,64449.1571837154,-12992.3589133984,"DEFISIT"
"65","jawabarat",2020,5,302.654238642479,26904.4173140788,73474.5815625,74364.4121350562,-47459.9948209774,"DEFISIT"
"66","jawabarat",2020,6,119.903116576526,35592.247429778,63677.9706875,64449.1571837154,-28856.9097539374,"DEFISIT"
"67","jawabarat",2020,7,84.5431130078374,44880.0602905077,63677.9706875,64449.1571837154,-19569.0968932077,"DEFISIT"
"68","jawabarat",2020,8,78.1933206052196,44834.2275047106,63677.9706875,64449.1571837154,-19614.9296790048,"DEFISIT"
"69","jawabarat",2020,9,158.609659778829,55404.9452867495,63677.9706875,64449.1571837154,-9044.21189696591,"DEFISIT"
"70","jawabarat",2020,10,311.921285201092,29446.8720235408,63677.9706875,64449.1571837154,-35002.2851601746,"DEFISIT"
"71","jawabarat",2020,11,340.431667405732,15322.336407179,63677.9706875,64449.1571837154,-49126.8207765364,"DEFISIT"
"72","jawabarat",2020,12,443.816842215402,17607.809004857,73474.5815625,74364.4121350562,-56756.6031301992,"DEFISIT"
"73","jawabarat",2021,1,381.147344472457,8828.49982825367,57374.9873125,58069.8401000216,-49241.340271768,"DEFISIT"
"74","jawabarat",2021,2,498.202653534558,22051.9079385339,57374.9873125,58069.8401000216,-36017.9321614878,"DEFISIT"
"75","jawabarat",2021,3,392.525080778161,82369.7378119285,57374.9873125,58069.8401000216,24299.8977119069,"SURPLUS"
"76","jawabarat",2021,4,213.798226492746,65261.9906234732,57374.9873125,58069.8401000216,7192.15052345162,"SURPLUS"
"77","jawabarat",2021,5,143.066272502043,45216.9415928295,66201.9084375,67003.6616538711,-21786.7200610416,"DEFISIT"
"78","jawabarat",2021,6,200.860986203563,39910.2780936938,57374.9873125,58069.8401000216,-18159.5620063278,"DEFISIT"
"79","jawabarat",2021,7,56.0871357820472,27634.5981112299,57374.9873125,58069.8401000216,-30435.2419887917,"DEFISIT"
"80","jawabarat",2021,8,95.1849491352938,58753.257085219,57374.9873125,58069.8401000216,683.416985197407,"SURPLUS"
"81","jawabarat",2021,9,129.860534045161,63303.7618452046,57374.9873125,58069.8401000216,5233.92174518302,"SURPLUS"
"82","jawabarat",2021,10,246.947231993383,37119.9519260748,57374.9873125,58069.8401000216,-20949.8881739469,"DEFISIT"
"83","jawabarat",2021,11,483.743291738082,19084.960863969,57374.9873125,58069.8401000216,-38984.8792360526,"DEFISIT"
"84","jawabarat",2021,12,417.574469118702,21991.76427959,66201.9084375,67003.6616538711,-45011.8973742811,"DEFISIT"
"85","jawabarat",2022,1,324.898197096221,13614.413648009,59636.01475,60358.2502227509,-46743.8365747418,"DEFISIT"
"86","jawabarat",2022,2,315.13861862494,35560.8499606404,59636.01475,60358.2502227509,-24797.4002621105,"DEFISIT"
"87","jawabarat",2022,3,401.866146165497,104864.955914838,59636.01475,60358.2502227509,44506.7056920873,"SURPLUS"
"88","jawabarat",2022,4,311.301816979233,83818.5577675958,59636.01475,60358.2502227509,23460.3075448449,"SURPLUS"
"89","jawabarat",2022,5,226.836308693399,54188.8431499288,68810.78625,69644.1348724048,-15455.2917224761,"DEFISIT"
"90","jawabarat",2022,6,189.235618124203,51772.4765929526,59636.01475,60358.2502227509,-8585.77362979831,"DEFISIT"
"91","jawabarat",2022,7,169.073525253607,70520.1991986143,59636.01475,60358.2502227509,10161.9489758634,"SURPLUS"
"92","jawabarat",2022,8,111.121599392015,86998.3195718719,59636.01475,60358.2502227509,26640.069349121,"SURPLUS"
"93","jawabarat",2022,9,218.824463202029,98968.0750753216,59636.01475,60358.2502227509,38609.8248525708,"SURPLUS"
"94","jawabarat",2022,10,318.800867197465,60719.0087846346,59636.01475,60358.2502227509,360.758561883784,"SURPLUS"
"95","jawabarat",2022,11,376.51380017339,30582.2255059449,59636.01475,60358.2502227509,-29776.024716806,"DEFISIT"
"96","jawabarat",2022,12,388.30721609933,35459.714829648,68810.78625,69644.1348724048,-34184.4200427569,"DEFISIT"
"97","jawabarat",2023,1,293.658870463469,12605.9775498126,73091.5575,73976.7493728374,-61370.7718230248,"DEFISIT"
"98","jawabarat",2023,2,372.614984629106,32004.113555924,73091.5575,73976.7493728374,-41972.6358169133,"DEFISIT"
"99","jawabarat",2023,3,331.718607065629,110248.059457769,73091.5575,73976.7493728374,36271.3100849313,"SURPLUS"
"100","jawabarat",2023,4,279.71600995745,88121.4097988315,84336.4125,85357.7877378893,2763.62206094222,"SURPLUS"
"101","jawabarat",2023,5,175.465184114417,60520.8121239935,73091.5575,73976.7493728374,-13455.9372488439,"DEFISIT"
"102","jawabarat",2023,6,107.481300743259,54430.1684217925,73091.5575,73976.7493728374,-19546.5809510449,"DEFISIT"
"103","jawabarat",2023,7,52.6633978473897,32340.6735232715,73091.5575,73976.7493728374,-41636.0758495658,"DEFISIT"
"104","jawabarat",2023,8,22.3686916195616,32766.0596340519,73091.5575,73976.7493728374,-41210.6897387855,"DEFISIT"
"105","jawabarat",2023,9,18.2451551787707,40315.4552844704,73091.5575,73976.7493728374,-33661.294088367,"DEFISIT"
"106","jawabarat",2023,10,241.84908757891,54283.6865758397,73091.5575,73976.7493728374,-19693.0627969977,"DEFISIT"
"107","jawabarat",2023,11,329.654495862066,27633.6262334104,73091.5575,73976.7493728374,-46343.1231394269,"DEFISIT"
"108","jawabarat",2023,12,235.680262040119,31915.4478408332,84336.4125,85357.7877378893,-53442.3398970561,"DEFISIT"
"109","jawabarat",2024,1,476.434910988321,10599.3505923251,70940.208625,71799.3460996972,-61199.9955073721,"DEFISIT"
"110","jawabarat",2024,2,474.033773616869,26960.437826848,70940.208625,71799.3460996972,-44838.9082728492,"DEFISIT"
"111","jawabarat",2024,3,441.214840635961,91975.2957099757,70940.208625,71799.3460996972,20175.9496102784,"SURPLUS"
"112","jawabarat",2024,4,404.097995057398,73515.9584576857,81854.086875,82845.3993458045,-9329.44088811876,"DEFISIT"
"113","jawabarat",2024,5,131.378827970855,50489.95237834,70940.208625,71799.3460996972,-21309.3937213572,"DEFISIT"
"114","jawabarat",2024,6,136.599722103197,45408.7864324212,70940.208625,71799.3460996972,-26390.559667276,"DEFISIT"
"115","jawabarat",2024,7,107.867188589914,58015.2215332711,70940.208625,71799.3460996972,-13784.1245664262,"DEFISIT"
"116","jawabarat",2024,8,50.3806092787762,28712.1967133705,70940.208625,71799.3460996972,-43087.1493863268,"DEFISIT"
"117","jawabarat",2024,9,241.659335545131,75199.8586614518,70940.208625,71799.3460996972,3400.51256175454,"SURPLUS"
"118","jawabarat",2024,10,113.079599419419,53255.6497992188,70940.208625,71799.3460996972,-18543.6963004784,"DEFISIT"
"119","jawabarat",2024,11,513.598983453245,23272.4797749963,70940.208625,71799.3460996972,-48526.8663247009,"DEFISIT"
"120","jawabarat",2024,12,454.271478458327,26885.6121200959,81854.086875,82845.3993458045,-55959.7872257086,"DEFISIT"
"121","jawatengah",2020,1,300.296039337807,39465.1531628951,49092.736875,49687.2855914792,-10222.1324285842,"DEFISIT"
"122","jawatengah",2020,2,419.571482881587,108792.063926811,49092.736875,49687.2855914792,59104.778335332,"SURPLUS"
"123","jawatengah",2020,3,388.082961711478,367457.605184099,49092.736875,49687.2855914792,317770.31959262,"SURPLUS"
"124","jawatengah",2020,4,259.955676788979,293709.056407075,49092.736875,49687.2855914792,244021.770815596,"SURPLUS"
"125","jawatengah",2020,5,248.625403870928,173257.053713989,56645.465625,57331.4833747837,115925.570339205,"SURPLUS"
"126","jawatengah",2020,6,52.3996476112528,85944.4466524498,49092.736875,49687.2855914792,36257.1610609706,"SURPLUS"
"127","jawatengah",2020,7,81.8067312849329,219445.362809748,49092.736875,49687.2855914792,169758.077218269,"SURPLUS"
"128","jawatengah",2020,8,96.2867427176618,279516.750835567,49092.736875,49687.2855914792,229829.465244088,"SURPLUS"
"129","jawatengah",2020,9,116.705695659556,318953.665593859,49092.736875,49687.2855914792,269266.380002379,"SURPLUS"
"130","jawatengah",2020,10,249.48109647061,191257.959946444,49092.736875,49687.2855914792,141570.674354965,"SURPLUS"
"131","jawatengah",2020,11,306.073838578894,92879.1080386976,49092.736875,49687.2855914792,43191.8224472184,"SURPLUS"
"132","jawatengah",2020,12,452.587530907164,108468.093728365,56645.465625,57331.4833747837,51136.6103535816,"SURPLUS"
"133","jawatengah",2021,1,362.662768424825,34669.1215929457,50514.592375,51126.3607947664,-16457.2392018208,"DEFISIT"
"134","jawatengah",2021,2,498.541470142121,94546.9960926927,50514.592375,51126.3607947664,43420.6352979263,"SURPLUS"
"135","jawatengah",2021,3,376.50238459161,346893.100550405,50514.592375,51126.3607947664,295766.739755639,"SURPLUS"
"136","jawatengah",2021,4,205.58650970459,298258.552657783,50514.592375,51126.3607947664,247132.191863016,"SURPLUS"
"137","jawatengah",2021,5,126.828782913533,190427.369448117,58286.068125,58991.954763192,131435.414684925,"SURPLUS"
"138","jawatengah",2021,6,188.790122174202,171263.282593787,50514.592375,51126.3607947664,120136.921799021,"SURPLUS"
"139","jawatengah",2021,7,36.6751139214698,91170.6707837663,50514.592375,51126.3607947664,40044.3099889998,"SURPLUS"
"140","jawatengah",2021,8,90.4993486810238,247434.423981429,50514.592375,51126.3607947664,196308.063186662,"SURPLUS"
"141","jawatengah",2021,9,149.059796597095,278335.754641243,50514.592375,51126.3607947664,227209.393846476,"SURPLUS"
"142","jawatengah",2021,10,191.819504920472,200858.450800485,50514.592375,51126.3607947664,149732.090005719,"SURPLUS"
"143","jawatengah",2021,11,435.948035706865,80833.5253233346,50514.592375,51126.3607947664,29707.1645285682,"SURPLUS"
"144","jawatengah",2021,12,401.860709981715,94267.9215340123,58286.068125,58991.954763192,35275.9667708202,"SURPLUS"
"145","jawatengah",2022,1,290.648013825112,41766.7130909979,60364.5501875,61095.6087537846,-19328.8956627867,"DEFISIT"
"146","jawatengah",2022,2,325.4814836218,115951.27490328,60364.5501875,61095.6087537846,54855.6661494949,"SURPLUS"
"147","jawatengah",2022,3,384.629215646297,369723.471934552,60364.5501875,61095.6087537846,308627.863180768,"SURPLUS"
"148","jawatengah",2022,4,261.638501755735,295519.991014283,60364.5501875,61095.6087537846,234424.382260499,"SURPLUS"
"149","jawatengah",2022,5,232.979813596036,180928.763196576,69651.4040625,70494.9331774438,110433.830019132,"SURPLUS"
"150","jawatengah",2022,6,187.772820006026,182534.741020354,60364.5501875,61095.6087537846,121439.132266569,"SURPLUS"
"151","jawatengah",2022,7,129.080653089158,238963.589767332,60364.5501875,61095.6087537846,177867.981013547,"SURPLUS"
"152","jawatengah",2022,8,71.0016245740525,241016.851582757,60364.5501875,61095.6087537846,179921.242828972,"SURPLUS"
"153","jawatengah",2022,9,139.376999875332,339031.716585257,60364.5501875,61095.6087537846,277936.107831472,"SURPLUS"
"154","jawatengah",2022,10,288.965696294257,204431.2443699,60364.5501875,61095.6087537846,143335.635616116,"SURPLUS"
"155","jawatengah",2022,11,365.700483606217,98898.9763033137,60364.5501875,61095.6087537846,37803.367549529,"SURPLUS"
"156","jawatengah",2022,12,392.427570099526,115604.016231398,69651.4040625,70494.9331774438,45109.0830539542,"SURPLUS"
"157","jawatengah",2023,1,279.845318733378,43274.4024815684,64349.764375,65129.0867809256,-21854.6842993572,"DEFISIT"
"158","jawatengah",2023,2,370.622928700549,119095.841956937,64349.764375,65129.0867809256,53966.7551760114,"SURPLUS"
"159","jawatengah",2023,3,306.658959246696,407560.618454622,64349.764375,65129.0867809256,342431.531673696,"SURPLUS"
"160","jawatengah",2023,4,227.079885279879,383816.227999093,74249.728125,75148.9462856834,308667.28171341,"SURPLUS"
"161","jawatengah",2023,5,125.502443516508,223730.824113227,64349.764375,65129.0867809256,158601.737332301,"SURPLUS"
"162","jawatengah",2023,6,60.15999915752,121510.511351463,64349.764375,65129.0867809256,56381.4245705372,"SURPLUS"
"163","jawatengah",2023,7,47.525529922323,107115.317305658,64349.764375,65129.0867809256,41986.2305247329,"SURPLUS"
"164","jawatengah",2023,8,10.049826992319,139259.329299943,64349.764375,65129.0867809256,74130.2425190172,"SURPLUS"
"165","jawatengah",2023,9,6.91911458969116,172695.340702829,64349.764375,65129.0867809256,107566.253921903,"SURPLUS"
"166","jawatengah",2023,10,124.611009699233,235986.169916825,64349.764375,65129.0867809256,170857.0831359,"SURPLUS"
"167","jawatengah",2023,11,283.241789472864,101698.051818182,64349.764375,65129.0867809256,36568.9650372564,"SURPLUS"
"168","jawatengah",2023,12,227.481536540579,118741.664599652,74249.728125,75148.9462856834,43592.7183139689,"SURPLUS"
"169","jawatengah",2024,1,405.733484146443,45537.9394240436,62828.2265,63589.1219766436,-18051.1825526,"DEFISIT"
"170","jawatengah",2024,2,404.192779541016,126658.969940363,62828.2265,63589.1219766436,63069.8479637189,"SURPLUS"
"171","jawatengah",2024,3,436.604472708195,397504.127862641,62828.2265,63589.1219766436,333915.005885997,"SURPLUS"
"172","jawatengah",2024,4,383.007926453935,317725.010253265,72494.1075,73372.0638192042,244352.946434061,"SURPLUS"
"173","jawatengah",2024,5,91.1873934725498,218210.276848171,62828.2265,63589.1219766436,154621.154871528,"SURPLUS"
"174","jawatengah",2024,6,104.583315829013,196250.219840748,62828.2265,63589.1219766436,132661.097864104,"SURPLUS"
"175","jawatengah",2024,7,51.2188188674602,124816.398339322,62828.2265,63589.1219766436,61227.2763626783,"SURPLUS"
"176","jawatengah",2024,8,32.6580374291603,165282.966558496,62828.2265,63589.1219766436,101693.844581852,"SURPLUS"
"177","jawatengah",2024,9,126.140394494889,370075.607804499,62828.2265,63589.1219766436,306486.485827855,"SURPLUS"
"178","jawatengah",2024,10,134.487444289187,230163.217223249,62828.2265,63589.1219766436,166574.095246605,"SURPLUS"
"179","jawatengah",2024,11,456.368302040912,108005.194414454,62828.2265,63589.1219766436,44416.0724378106,"SURPLUS"
"180","jawatengah",2024,12,482.786098399061,126279.071490749,72494.1075,73372.0638192042,52907.0076715444,"SURPLUS"
"181","jawatimur",2020,1,251.843008168538,79671.8590011123,34526.59275,34944.7348767301,44727.1241243822,"SURPLUS"
"182","jawatimur",2020,2,408.52699991862,220187.640759582,34526.59275,34944.7348767301,185242.905882852,"SURPLUS"
"183","jawatimur",2020,3,288.045450592041,769709.862518392,34526.59275,34944.7348767301,734765.127641662,"SURPLUS"
"184","jawatimur",2020,4,226.501602427165,717448.351245937,34526.59275,34944.7348767301,682503.616369207,"SURPLUS"
"185","jawatimur",2020,5,216.800882212321,347543.193841565,39838.37625,40320.8479346886,307222.345906876,"SURPLUS"
"186","jawatimur",2020,6,34.8613988399506,158337.705503136,34526.59275,34944.7348767301,123392.970626406,"SURPLUS"
"187","jawatimur",2020,7,44.8090922673543,202295.599404834,34526.59275,34944.7348767301,167350.864528104,"SURPLUS"
"188","jawatimur",2020,8,66.7045284430186,411829.370116859,34526.59275,34944.7348767301,376884.635240129,"SURPLUS"
"189","jawatimur",2020,9,46.0336250384649,313998.372121433,34526.59275,34944.7348767301,279053.637244703,"SURPLUS"
"190","jawatimur",2020,10,152.095808537801,445678.213458451,34526.59275,34944.7348767301,410733.478581721,"SURPLUS"
"191","jawatimur",2020,11,213.420756530762,248677.646673601,34526.59275,34944.7348767301,213732.911796871,"SURPLUS"
"192","jawatimur",2020,12,355.878998311361,219530.595355098,39838.37625,40320.8479346886,179209.747420409,"SURPLUS"
"193","jawatimur",2021,1,343.329109191895,69681.7751972584,35242.76275,35669.5782158305,34012.1969814279,"SURPLUS"
"194","jawatimur",2021,2,471.67004292806,191611.349008659,35242.76275,35669.5782158305,155941.770792829,"SURPLUS"
"195","jawatimur",2021,3,328.239261372884,697223.598212008,35242.76275,35669.5782158305,661554.019996178,"SURPLUS"
"196","jawatimur",2021,4,159.235427093506,607119.416575106,35242.76275,35669.5782158305,571449.838359276,"SURPLUS"
"197","jawatimur",2021,5,89.56742699941,382741.674008657,40664.72625,41157.2056336505,341584.468375006,"SURPLUS"
"198","jawatimur",2021,6,152.872934087117,344223.607080219,35242.76275,35669.5782158305,308554.028864388,"SURPLUS"
"199","jawatimur",2021,7,34.4745360692342,183244.745700784,35242.76275,35669.5782158305,147575.167484954,"SURPLUS"
"200","jawatimur",2021,8,34.8565454006195,207216.940316593,35242.76275,35669.5782158305,171547.362100762,"SURPLUS"
"201","jawatimur",2021,9,83.2503066380819,550041.75691272,35242.76275,35669.5782158305,514372.17869689,"SURPLUS"
"202","jawatimur",2021,10,87.1972091039022,403707.196457779,35242.76275,35669.5782158305,368037.618241948,"SURPLUS"
"203","jawatimur",2021,11,385.11030069987,163638.513177851,35242.76275,35669.5782158305,127968.93496202,"SURPLUS"
"204","jawatimur",2021,12,399.4820215861,191041.907352366,40664.72625,41157.2056336505,149884.701718715,"SURPLUS"
"205","jawatimur",2022,1,271.249285634359,87841.5142365597,47669.6471875,48246.9612537846,39594.5529827751,"SURPLUS"
"206","jawatimur",2022,2,287.24781850179,245719.287160106,47669.6471875,48246.9612537846,197472.325906321,"SURPLUS"
"207","jawatimur",2022,3,359.785373942057,775243.853215597,47669.6471875,48246.9612537846,726996.891961812,"SURPLUS"
"208","jawatimur",2022,4,201.125046539307,773687.541472437,47669.6471875,48246.9612537846,725440.580218652,"SURPLUS"
"209","jawatimur",2022,5,190.967919031779,425570.862786982,55003.4390625,55669.5706774438,369901.292109539,"SURPLUS"
"210","jawatimur",2022,6,121.424057388306,382742.629018226,47669.6471875,48246.9612537846,334495.667764441,"SURPLUS"
"211","jawatimur",2022,7,80.5778946558634,472513.482572752,47669.6471875,48246.9612537846,424266.521318967,"SURPLUS"
"212","jawatimur",2022,8,51.6407658259074,344016.640894888,47669.6471875,48246.9612537846,295769.679641103,"SURPLUS"
"213","jawatimur",2022,9,66.8984982808431,557345.319305571,47669.6471875,48246.9612537846,509098.358051787,"SURPLUS"
"214","jawatimur",2022,10,244.053523763021,433568.568974422,47669.6471875,48246.9612537846,385321.607720637,"SURPLUS"
"215","jawatimur",2022,11,326.283010609945,209374.126832844,47669.6471875,48246.9612537846,161127.165579059,"SURPLUS"
"216","jawatimur",2022,12,293.255403137207,244978.933529616,55003.4390625,55669.5706774438,189309.362852172,"SURPLUS"
"217","jawatimur",2023,1,230.152630106608,142781.331027726,44895.215625,45438.9293090398,97342.4017186858,"SURPLUS"
"218","jawatimur",2023,2,414.476270548503,273679.808987082,44895.215625,45438.9293090398,228240.879678042,"SURPLUS"
"219","jawatimur",2023,3,248.443077596029,935091.649772232,44895.215625,45438.9293090398,889652.720463193,"SURPLUS"
"220","jawatimur",2023,4,209.037788263957,863974.477747503,51802.171875,52429.5338181228,811544.943929381,"SURPLUS"
"221","jawatimur",2023,5,74.898948542277,419242.342616572,44895.215625,45438.9293090398,373803.413307532,"SURPLUS"
"222","jawatimur",2023,6,19.3730977535248,188907.219913141,44895.215625,45438.9293090398,143468.290604101,"SURPLUS"
"223","jawatimur",2023,7,51.8919202804565,259616.589602675,44895.215625,45438.9293090398,214177.660293636,"SURPLUS"
"224","jawatimur",2023,8,10.3696385502815,331774.342098874,44895.215625,45438.9293090398,286335.412789834,"SURPLUS"
"225","jawatimur",2023,9,3.27087904612223,410382.938819716,44895.215625,45438.9293090398,364944.009510676,"SURPLUS"
"226","jawatimur",2023,10,48.7193407694499,221551.324984413,44895.215625,45438.9293090398,176112.395675373,"SURPLUS"
"227","jawatimur",2023,11,161.90260403951,358335.012636407,44895.215625,45438.9293090398,312896.083327368,"SURPLUS"
"228","jawatimur",2023,12,154.619546635946,390443.781793659,51802.171875,52429.5338181228,338014.247975537,"SURPLUS"
"229","jawatimur",2024,1,263.943652598063,101453.026686515,42202.668625,42713.7736083478,58739.2530781677,"SURPLUS"
"230","jawatimur",2024,2,330.507367197673,281038.131551875,42202.668625,42713.7736083478,238324.357943527,"SURPLUS"
"231","jawatimur",2024,3,352.924509175618,963878.200809531,42202.668625,42713.7736083478,921164.427201183,"SURPLUS"
"232","jawatimur",2024,4,278.488697814941,770428.424503886,48695.386875,49285.1233942474,721143.301109639,"SURPLUS"
"233","jawatimur",2024,5,31.0245196183523,220467.470335499,42202.668625,42713.7736083478,177753.696727152,"SURPLUS"
